"SeqTxtPadrao","Aplicacao","Descricao","AssPadrao","Texto","DtaInclusao","UsuInclusao","DtaAlteracao","UsuAlteracao","HoraAGUARDARET","IDEXTERNO"
"131","MsCtr_Andamento_EML","Pre Entrega Imp c/ agrega","Realizada Pré Entrega Com Agrega de [AndNomePessoa]","Prezado (a),

Foi realizada a Pré-Entraga com Agrega no implemento do Sr(a) [AndNomePessoa] que possui o n° do processo 
[AndNroProcesso] pela oficina.

Atenciosamente,","14/07/2020 13:50:00","GABRIEL.PILO","14/07/2020 13:50:00","GABRIEL.PILO","0,0",""
"132","Pesquisa_Web","Pesquisa Maq 1 Web","Sua opinião é muito importante para nós!","<html>
<div class=""separator"" style=""clear: both; text-align: center;"">
<a href=""https://1.bp.blogspot.com/-gm6Ni64mnhA/XrQ5GEmhdnI/AAAAAAAAF10/1_3dn6YSOBsz4sUxMgNjB-mBDhIXI8xMQCEwYBhgL/s1600/Colorado%2BM%25C3%25A1quinas.gif"" imageanchor=""1"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""541"" data-original-width=""634"" height=""273"" src=""https://1.bp.blogspot.com/-gm6Ni64mnhA/XrQ5GEmhdnI/AAAAAAAAF10/1_3dn6YSOBsz4sUxMgNjB-mBDhIXI8xMQCEwYBhgL/s320/Colorado%2BM%25C3%25A1quinas.gif"" width=""320"" /></a></div>
<div class=""separator"" style=""clear: both; text-align: center;"">
<link href=""C:/Icones/fontawesome-free-5.13.0-web/css/all.css"" rel=""stylesheet"">
<span style=""font-family: georgia, &quot;times new roman&quot;, serif;"">Olá prezado cliente!</span></div>
<div style=""text-align: center; font-family: georgia, times new roman, serif;"">
<br>
<span>Sua opinião é muito importante para nós!</span>
<br>
<span>Será fácil, rápido e seguro!</span>
<br><br>
<span>Pedimos por gentileza que preencha o questionário através do link abaixo:</span>
<br><br><br>
<div class=""separator"" style=""clear: both; text-align: center;"">
<a href=""http://189.112.5.172/crmweb/Forms/frmFormularioPesquisa.aspx?p=PES=[AndSeqPessoa]&PROC=[AndNroProcesso]&FORM=[PesqSeqForm]&EMP=[AndNroEmpresa]&RES=[AndResultadoEmail]""> <img border=""0"" data-original-height=""102"" data-original-width=""476"" height=""81"" src=""https://1.bp.blogspot.com/-pJ-xjGchR6c/XrRY9ZLFQjI/AAAAAAAAF2c/O_5uP2zRaiAE1RKLn3-7E5DHLpCD8IwaQCLcBGAsYHQ/s400/IMP.GIF"" width=""400"" /></a></div>
<br><br><br>
<span>Ficou com alguma dúvida?</span>
<br>
<span>Entre em contato conosco!</span>
</div>
<div style=""text-align: center;"">
<br>
<i class=""fas fa-phone-alt""></i> 16 3968 8080<br>
<i class=""fab fa-whatsapp""></i><a href=""http://web.whatsapp.com/""> 16 996087703<br> </a>
<i class=""fas fa-envelope-open-text""</i> <a href=""mailto:experienciadocliente@coloradoagro.com.br"">experienciadocliente@coloradoagro.com.br</a><br>
<i class=""fab fa-facebook""></i> <a href=""https://www.facebook.com/coloradomaquinas/""> Facebook </a> <br> 
<i class=""fab fa-instagram""></i> <a href=""https://www.instagram.com/coloradomaquinas/""> Instagram </a></i><br>
<br>
<div style=""text-align: center; font-family: georgia, times new roman, serif;"">
<span>Agradecemos sua disponibilidade!</span>
<br>
<html/>","26/07/2020 10:42:00","DIEGO.MARQUES","26/07/2020 10:47:00","DIEGO.MARQUES","0,0",""
"133","MsCtr_Andamento_EML","Credito_Aprovado_Contrato","Credito aprovado do cliente [AndNomePessoa] processo [AndNroProcesso]","Prezados,

Foi aprovado o credito com contrato do cliente [AndNomePessoa]
Processo [AndNroProcesso]
[AndDetalhe]


Atenciosamente","11/08/2020 08:03:00","DIEGO.MARQUES","22/10/2020 10:50:00","DIEGO.MARQUES","0,0",""
"134","MsCtr_Andamento_EML","Autorização_Recurso_Proprio","Autorizado Recurso Proprio Cliente[AndNomePessoa] processo [AndNroProcesso]","Prezado,


O equipamento do(a) [AndNomePessoa], referente ao processo número [AndNroProcesso].
Foi autorizado com Recurso Proprio 

[AndDetalhe]
 
Atenciosamente, 

[AndNomeReduzidoAtendente] 
","12/08/2020 11:04:00","DIEGO.MARQUES","12/08/2020 11:13:00","DIEGO.MARQUES","0,0",""
"135","MsCtr_Andamento_EML","Autorização_Financiamento_Colo","Autorizado financiamento colorado do cliente [AndNomePessoa] processo [AndNroProcesso]","Prezado,


O equipamento do(a) [AndNomePessoa], referente ao processo número [AndNroProcesso].
Foi autorizado financiamento colorado

[AndDetalhe]
 
Atenciosamente, 

[AndNomeReduzidoAtendente] 
","12/08/2020 11:15:00","DIEGO.MARQUES","12/08/2020 11:15:00","DIEGO.MARQUES","0,0",""
"136","MsCtr_Andamento_EML","Cliente_interesse_Peças","O Cliente [AndNomePessoa] tem interesse em peças","Prezado Colaborador [AndVendedor]

O processo número [AndNroProcesso] registrado em nosso CRM no cliente [AndNomePessoa] SEQ [AndSeqPessoa] encontra-se em sua agenda para continuidade do atendimento. 

O cliente apresentou interesse em Peças

Por gentileza retorne o contato e sequencie o processo o mais breve possível.

Detalhe do Processo: 
[AndDetalhe]

Responsável: [AndNomeReduzidoAtendente]

Atenciosamente 
","20/08/2020 22:33:00","DIEGO.MARQUES","27/12/2022 14:04:00","LIVIA.SILVA","0,0",""
"137","MsCtr_Andamento_EML","Bonificacao venda trator","Foi validado a boniticação no processo [AndNroProcesso] para o cliente [AndNomePessoa]","Prezados,

Foi validado a bonificação no valor:
Informo que foi realizado a inclusão do Chassi!
[sql>] 
SELECT VALOR_BONIFICACAO_DE
FROM IV_Q$ACOMPANH_VENDA_JDE
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Para o cliente [AndNomePessoa] numero do processo [AndNroProcesso]

Atenciosamente","09/09/2020 13:22:00","DIEGO.MARQUES","09/09/2020 13:22:00","DIEGO.MARQUES","0,0",""
"138","MsCtr_Andamento_EML","cliente_interesse_serviços","O Cliente [AndNomePessoa] tem interesse em Serviços","Prezado Colaborador [AndVendedor]

O processo número [AndNroProcesso] registrado em nosso CRM no cliente [AndNomePessoa] SEQ [AndSeqPessoa] encontra-se em sua agenda para continuidade do atendimento. 

O cliente apresentou interesse em [AndComplementoResultado]

Por gentileza retorne o contato e sequencie o processo o mais breve possível.

Detalhe do Processo: 
[AndDetalhe]

Responsável: [AndNomeReduzidoAtendente]

Atenciosamente 

Equipe Inteligência de Mercado","14/09/2020 14:05:00","DIEGO.MARQUES","19/05/2021 10:18:00","DIEGO.MARQUES","0,0",""
"139","MsCtr_Andamento_EML","Cliente Neutro Implemento","CLIENTE NEUTRO PESQUISA - [AndNomePessoa] - Neutro Implemento","Cliente [AndNomePessoa], realizou comentários em Pesquisa Venda de Implemento
Número do processo: [AndNroProcesso]

[AndDetalhe]
[AndDetalheAdicional]

""Experiência do Cliente Satisfatória é trabalho de cada um e resultado de todos!""
","28/10/2020 08:40:00","DIEGO.MARQUES","28/10/2020 08:41:00","DIEGO.MARQUES","0,0",""
"140","MsCtr_Andamento_EML","Cliente Insatisf Implemento","CLIENTE INSATISFEITO PESQUISA - [AndNomePessoa] - Depreciador Implemento","Cliente [AndNomePessoa], sinalizou em Pesquisa Vendas de Máquinas insatisfação.

Número do processo: [AndNroProcesso]

Seguem informações sobre a insatisfação do cliente:
[AndDetalhe]


Importante salientar que o contato com o cliente deve ser realizado no máximo em 24 horas, se possível imediatamente. 
Este contato deve ser registrado no processo do CRM, bem como a tratativa mais adequada para o caso.
O prazo para solução da insatisfação é 5 dias úteis e todo e qualquer andamento no processo deve ser registrado para que todos os envolvidos tenham acesso as informações.


""A experiência do cliente é toda interação que nossos clientes têm conosco durante todo o relacionamento que se estabelece. Investir em uma boa experiência para o cliente é deixar nossa empresa presente na memória do consumidor.""","28/10/2020 08:42:00","DIEGO.MARQUES","28/10/2020 08:47:00","DIEGO.MARQUES","0,0",""
"141","MsCtr_Andamento_EML","Sinal Embutido Trator","Sinal Embutido Trator do Processo [AndNroProcesso] Cliente [AndNomePessoa]","Prezados,

Informado no Processo [AndNroProcesso]
Houve Sinal Embutido:
[sql>] SELECT SINAL_EMBUTIDO 
FROM IV_Q$Comissao
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Atenciosamente","09/11/2020 21:13:00","DIEGO.MARQUES","09/11/2020 21:13:00","DIEGO.MARQUES","0,0",""
"142","MsCtr_Andamento_EML","Sinal Embutido Implemento","Sinal Embutido Implemento do Processo [AndNroProcesso] Cliente [AndNomePessoa]","Prezados,

Informado no Processo [AndNroProcesso]
Houve Sinal Embutido:
[sql>] SELECT SINAL_EMBUTIDO 
FROM IV_Q$Comissao
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Atenciosamente","09/11/2020 21:19:00","DIEGO.MARQUES","09/11/2020 21:20:00","DIEGO.MARQUES","0,0",""
"143","MsCtr_Andamento_EML","Sinal Embutido AMS","Sinal Embutido AMS do Processo [AndNroProcesso] Cliente [AndNomePessoa]","Prezados,

Informado no Processo [AndNroProcesso]
Houve Sinal Embutido:
[sql>] SELECT SINAL_EMBUTIDO 
FROM IV_Q$Comissao_ams
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Atenciosamente","09/11/2020 21:27:00","DIEGO.MARQUES","09/11/2020 21:28:00","DIEGO.MARQUES","0,0",""
"144","MsCtr_Andamento_EML","Data_Demonstração","Definido data Demonstração do Cliente [AndNomePessoa] Processo [AndNroProcesso]","Prezados,

Foi definido a data da demonstração do processo [AndNroProcesso] para o cliente [AndNomePessoa]:
Data da Demonstração
[sql>] SELECT DATA_AGENDADA 
FROM IV_Q$DEMO_MAQUINAS
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]
","07/03/2021 14:45:00","DIEGO.MARQUES","07/03/2021 14:45:00","DIEGO.MARQUES","0,0",""
"145","MsCtr_Andamento_EML","Preparado Implemento","Implemento do cliente [AndNomePessoa] foi finalizado a preparação","Prezado(a) 

O implemento do Sr(a) [AndNomePessoa] que possui o nº do processo [AndNroProcesso] foi finalizado a prepação


Atenciosamente, 

","19/04/2021 13:21:00","DIEGO.MARQUES","19/04/2021 13:22:00","DIEGO.MARQUES","0,0",""
"146","MsCtr_Andamento_EML","CONDICAO_COMERCIAL_USADO","Condição Comercial do Usado Processo [AndNroProcesso] Com Divergencia","Prezados,

Referente a processo[AndNroProcesso] do Cliente [AndNomePessoa].
Esta com Divergencia na Condição Comercial conforme informado abaixo:
[AndDetalhe]


Atenciosamente,","29/05/2021 18:20:00","DIEGO.MARQUES","29/05/2021 18:20:00","DIEGO.MARQUES","0,0",""
"147","MsCtr_Andamento_EML","GARANTIA_CORREÇAO","Processo [AndNroProcesso] de garantia para correção do cliente [AndNomePessoa]","Prezados,

Favor corrigir o processo de garantia [AndNroProcesso].
Segue informação para correção
[AndDetalhe]


Atenciosamente","20/06/2021 21:03:00","DIEGO.MARQUES","20/06/2021 21:03:00","DIEGO.MARQUES","0,0",""
"148","MsCtr_Andamento_EML","Cliente_interesse_Pneus","O Cliente [AndNomePessoa] tem interesse em pneus","Prezado Colaborador [AndVendedor]

O processo número [AndNroProcesso] registrado em nosso CRM no cliente [AndNomePessoa] SEQ [AndSeqPessoa] encontra-se em sua agenda para continuidade do atendimento. 

O cliente apresentou interesse em Pneus

Por gentileza retorne o contato e sequencie o processo o mais breve possível.

Detalhe do Processo: 
[AndDetalhe]

Responsável: [AndNomeReduzidoAtendente]

Atenciosamente 

Equipe Inteligência de Mercado","27/06/2021 19:35:00","DIEGO.MARQUES","27/06/2021 19:35:00","DIEGO.MARQUES","0,0",""
"149","MsCtr_Andamento_EML","SEM_ASSINATURA_NF_REMESSA","O Processo [AndNroProcesso] esta faltando a assinatura da nota remessa","Prezados,

Referente ao processo[AndNroProcesso] do cliente[AndNomePessoa].
Esta faltando a assinatura da nota de remessa

Atenciosamente","18/07/2021 10:38:00","DIEGO.MARQUES","18/07/2021 10:38:00","DIEGO.MARQUES","0,0",""
"150","MsCtr_Andamento_EML","Não Entregrar Equipamento","Não entregar equipamento do Cliente [AndNomePessoa] processo [AndNroProcesso]","Prezado(a) 

Foi autorizado o faturamento do equipamento Sr(a) [AndNomePessoa] que possui o nº do processo [AndNroProcesso].Porem a sua entrega não deve ser realizada

Atenciosamente, 

","01/02/2022 12:48:00","DIEGO.MARQUES","01/02/2022 12:54:00","DIEGO.MARQUES","0,0",""
"151","MsCtr_Andamento_EML","Realizar Entrega Equipamento","Realizar entrega do equipamento processo [AndNroProcesso] cliente [AndNomePessoa]","Prezado(a) 

O Equipamento do Sr(a) [AndNomePessoa] que possui o nº do processo [AndNroProcesso] teve sua entrega autorizada via Por favor, providenciar a entrega do equipmaneto.

Atenciosamente, 

","01/02/2022 12:55:00","DIEGO.MARQUES","01/02/2022 12:55:00","DIEGO.MARQUES","0,0",""
"152","MsCtr_Andamento_EML","Provisão Equipamento JD","Preparação Equipamento Oficina Processo [AndNroProcesso]","Prezados,

O Equipamento do cliente [AndNomePessoa] numero do processo [AndNroProcesso].
Foi preparado pela Oficina e sera [AndComplementoResultado]


Atenciosamente","01/02/2022 14:29:00","DIEGO.MARQUES","01/02/2022 14:29:00","DIEGO.MARQUES","0,0",""
"153","MsCtr_Andamento_EML","Provisionamento Realizado JD","Provisionamento realizado processo [AndNroProcesso]","Prezados,

Foi concluido o processo de provisionamento do processo [AndNroProcesso] cliente [AndNomePessoa]

Atenciosamente","03/02/2022 10:28:00","DIEGO.MARQUES","03/02/2022 10:28:00","DIEGO.MARQUES","0,0",""
"154","MsCtr_Andamento_EML","Assinatura Nota Entrega","Aguardando assinatura da NF, processo [AndNroProcesso] cliente [AndNomePessoa]","Prezados,

Referente ao processo [AndNroProcesso] do Cliente [AndNomePessoa].
Precisamos da assinatura da NF fico no aguardo

Atenciosamente","03/02/2022 10:35:00","DIEGO.MARQUES","03/02/2022 10:35:00","DIEGO.MARQUES","0,0",""
"155","MsCtr_Andamento_EML","Pre Entr-Reliz com agreg ams","Realizada Pré Entrega Com Agrega de AMS de [AndNomePessoa]","Prezados,

Foi realizada a Pré-Entrega com Agrega AMS no equipamento do cliente [AndNomePessoa] que possui o numero do processo [AndNroProcesso]

Atenciosamente","10/02/2022 14:51:00","DIEGO.MARQUES","10/02/2022 14:51:00","DIEGO.MARQUES","0,0",""
"156","MsCtr_Andamento_EML","Rlz Pre Entr-Com Desagraga AMS","Pré Entrega de [AndNomePessoa], realizada com Desagrega AMS","Prezados,

Foi realizado a Pré´-Entrega com Desagrega no equipamento do Cliente [AndNomePessoa] que possui o processo [AndNroProcesso]

Atenciosamente","10/02/2022 15:38:00","DIEGO.MARQUES","10/02/2022 15:38:00","DIEGO.MARQUES","0,0",""
"157","MsCtr_Andamento_EML","Cotação Equipamento","Solicitação de Cotação para Venda [AndNomePessoa] - [AndNroProcesso]","Prezado,

Foi solicitado cotação de preço para venda ao cliente [AndNomePessoa] - [AndNroProcesso].

Favor realizar a cotação e direcionar ao gestor para formação de Preço de Venda.

Dados para cotação:
[AndDetalhe]


Solicitante: [CnxCodAtendente]","02/06/2022 10:16:00","VANESSA.ALVES","02/06/2022 10:16:00","VANESSA.ALVES","0,0",""
"158","MsCtr_Andamento_EML","Processo_Devolvido","Processo Devolvido do Cliente [AndNomePessoa] Processo[AndNroProcesso]","Prezados,

O Processo [AndNroProcesso] do cliente [AndNomePessoa] foi devolvido para o Gestor


Atenciosamente","26/06/2022 23:28:00","DIEGO.MARQUES","26/06/2022 23:30:00","DIEGO.MARQUES","0,0",""
"159","MsCtr_Andamento_EML","Cotação Implemento","O processo [AndNroProcesso] cliente [AndNomePessoa]","

O processo [AndNroProcesso] no cliente [AndNomePessoa], recebeu andamento.

[AndDetalhe]

Para mais detalhes consulte a plataforma de CRM ou fale com os responsáveis.","26/07/2022 11:26:00","VANESSA.ALVES","26/07/2022 11:26:00","VANESSA.ALVES","0,0",""
"160","MsCtr_Andamento_EML","Autorizado Entrega Produto","Autorizado entrega do produto do cliente [AndNomePessoa], processo [AndNroProcesso]","Prezado(a) 

O produto do Sr(a) [AndNomePessoa] que possui o nº do processo [AndNroProcesso] teve sua entrega autorizada. 
Por favor, providenciar a entrega do produto.

Atenciosamente.","20/09/2022 13:49:00","LIVIA.SILVA","20/09/2022 13:49:00","LIVIA.SILVA","0,0",""
"161","MsCtr_Andamento_EML","Sem Preparação","Produto liberado sem preparação. Cliente [AndNomePessoa]. Processo [AndNroProcesso]","Prezado (a),

Foi realizada a liberação do produto do Sr(a) [AndNomePessoa] sem preparação, que possui o nº do processo [AndNroProcesso].

Atenciosamente.

","23/09/2022 14:35:00","LIVIA.SILVA","23/09/2022 14:35:00","LIVIA.SILVA","0,0",""
"163","MsCtr_Andamento_EML","Doc. Complementar Enviada","PREPARADO PROCESSO DE VENDA [AndNroProcesso] , DO CLIENTE [AndNomePessoa]","Prezados,

Foi enviado a documentação complementar do processo [AndNroProcesso], do cliente [AndSeqPessoa].


Atenciosamente","08/11/2022 10:55:00","LIVIA.SILVA","08/11/2022 10:55:00","LIVIA.SILVA","0,0",""
"164","MsCtr_Andamento_EML","Pendência Contabilizar Desagr.","Pendência Contabilizar Desagregar Produto, processo [AndNroProcesso]","Prezados,

Estamos com pendência para contabilizar o desagrega do processo [AndNroProcesso], do cliente [AndNomePessoa].
Devido a pendência [AndDetalhe].

Att

","26/12/2022 15:44:00","LIVIA.SILVA","27/12/2022 09:14:00","LIVIA.SILVA","0,0",""
"165","MsCtr_Andamento_EML","Atender Solicitação Visita Téc","O cliente [AndNomePessoa] solicita visita consultoras","Prezada, 

O processo número [AndNroProcesso] registrado em nosso CRM no cliente [AndNomePessoa] SEQ [AndSeqPessoa] encontra-se em sua agenda para continuidade do atendimento.

O cliente solicita visita consultoras.

Por gentileza retorne o contato e sequencie o processo o mais breve possível.


Atenciosamente","28/12/2022 15:41:00","LIVIA.SILVA","11/01/2023 14:25:00","LIVIA.SILVA","0,0",""
"166","MsCtr_Andamento_EML","Atender serviço csc","O cliente [AndNomePessoa] solicita atendimento de serviço","Prezado colaborador, 

O processo número [AndNroProcesso] registrado em nosso CRM no cliente [AndNomePessoa] SEQ [AndSeqPessoa] encontra-se em sua agenda para continuidade do atendimento.

O cliente solicita atendimento de serviço..

Por gentileza retorne o contato e sequencie o processo o mais breve possível.


Atenciosamente","25/01/2023 15:41:00","LIVIA.SILVA","25/01/2023 15:41:00","LIVIA.SILVA","0,0",""
"167","MsCtr_Andamento_EML","Experiencia Cliente - Colorado","Registro Experiencia Cliente - Pesquisa Interna","Origem: Pesquisa Interna

Ação: [AndAgendaAssunto]

Data: [AndAgendaData]

Processo: [AndNroProcesso]

Cliente: [AndNomePessoa] - [AndSeqPessoa] 

Registro CRM: [AndDescResultado], [AndComplementoResultado]

[AndDetalheAdicional][AndDetalhe]

Experiência do Cliente - Colorado Máquinas


","13/02/2023 10:15:00","VANESSA.ALVES","29/03/2023 09:44:00","LIVIA.SILVA","0,0",""
"168","MsCtr_Andamento_EML","Análise crédito com pendência","Análise de Crédito com Pendência, cliente [AndNomePessoa] processo [AndNroProcesso]","Prezado,

O processo [AndNroProcesso] do cliente [AndNomePessoa], se encontra com pendência na análise de crédito. Por favor, solucione a pendência mencionada abaixo para darmos continuidade no processo.

Pendência: [AndDetalhe]

Atenciosamente","23/02/2023 15:11:00","LIVIA.SILVA","27/04/2023 09:24:00","LIVIA.SILVA","0,0",""
"169","MsCtr_Andamento_EML","Experiencia Cliente - JD","Registro Experiencia Cliente - Pesquisa John Deere","Origem: Pesquisa John Deere

Ação: [AndAgendaAssunto]

Data: [AndAgendaData]

Processo: [AndNroProcesso]

Cliente: [AndNomePessoa] - [AndSeqPessoa] 

Registro CRM: [AndDescResultado], [AndComplementoResultado]

[AndDetalheAdicional][AndDetalhe]

ATENÇÃO: Deve-se realizar o contato com o cliente no máximo em 24 horas, se possível imediatamente e realizar o respectivo registrado no processo de CRM, bem como detalhar a tratativa mais adequada para o caso.

O prazo para solução da insatisfação é 5 dias úteis.

Experiência do Cliente - Colorado Máquinas


","27/02/2023 11:42:00","VANESSA.ALVES","27/02/2023 11:42:00","VANESSA.ALVES","0,0",""
"170","MsCtr_Andamento_EML","Registro Insatisfação Colorado","Experiencia Cliente - Registro de Insatisfação Pesquisa Interna","Fonte: Pesquisa Interna Tracbel Agro

Origem: [AndAgendaAssunto]

Processo: [AndNroProcesso] - Data: [AndDataRealizacao] - Empresa: [AndNroEmpresa] 

Cliente: [AndNomePessoa] - [AndSeqPessoa] 

Registro CRM: [AndDescResultado], [AndComplementoResultado]

[AndDetalheAdicional][AndDetalhe]

[AndAssinaturaAtendente]


","27/02/2023 11:44:00","VANESSA.ALVES","24/05/2024 10:50:00","LIVIA.SILVA","0,0",""
"171","MsCtr_Andamento_EML","Solução Insatisfação Colorado","Tratativa de insatisfação","Processo: [AndNroProcesso] - Data: [AndDataRealizacao] - [AndNroEmpresa] [CnxNomeEmpresa]

Cliente: [AndNomePessoa] - [AndSeqPessoa] 

Insatisfação: [AndDescricaoProcesso]






","27/02/2023 12:31:00","VANESSA.ALVES","22/03/2024 17:09:00","LIVIA.SILVA","0,0",""
"172","MsCtr_Andamento_EML","Entrega Realizada JD","Realizada entrega JD do cliente [AndNomePessoa] / processo [AndNroProcesso]","Realizada a entrega JD do cliente [AndNomePessoa].

Realizar a transferência de equipamento operations center.
FORM1
Chassi: 


Att","28/02/2023 11:26:00","LIVIA.SILVA","20/03/2023 10:14:00","LIVIA.SILVA","0,0",""
"173","MsCtr_Andamento_EML","Registro Insatisfação JD","Experiencia Cliente - Registro de Insatisfação Pesquisa John Deere","Fonte: Pesquisa John Deere

Origem: [AndAgendaAssunto]

Processo: [AndNroProcesso] - Data: [AndDataRealizacao] - [AndNroEmpresa] 

Cliente: [AndNomePessoa] - [AndSeqPessoa] 

Registro CRM: [AndDescResultado], [AndComplementoResultado]

[AndDetalheAdicional][AndDetalhe]

[AndAssinaturaAtendente]","07/03/2023 21:43:00","VANESSA.ALVES","17/04/2023 10:07:00","VANESSA.ALVES","0,0",""
"174","MsCtr_Andamento_EML","Recebido Equipamento Usado","Recebido o Equipamento Usado do Processo [AndNroProcesso]","Prezados,

O equipamento usado do cliente [AndNomePessoa], foi recebido de acordo com o processo [AndNroProcesso].

Att","08/03/2023 14:57:00","LIVIA.SILVA","08/03/2023 14:57:00","LIVIA.SILVA","0,0",""
"175","MsCtr_Andamento_EML","Receber Pagamento Produto","RECEBIMENTO TOTAL, PROCESSO [AndNroProcesso] CLIENTE [AndNomePessoa]","Prezado,

Foi realizado o recebimento total do pagamento do produto, do processo [AndNroProcesso] cliente [AndNomePessoa]

[AndDetalhe]

Atenciosamente","14/03/2023 11:05:00","LIVIA.SILVA","14/03/2023 12:50:00","LIVIA.SILVA","0,0",""
"176","MsCtr_Andamento_EML","Receber Pgt Parcial Produto","RECEBIMENTO PARCIAL, PROCESSO [AndNroProcesso] CLIENTE [AndNomePessoa]","Prezado,

Foi realizado o recebimento parcial do pagamento do produto, do processo [AndNroProcesso] cliente [AndNomePessoa]

[AndDetalhe]

Atenciosamente","14/03/2023 11:12:00","LIVIA.SILVA","14/03/2023 12:51:00","LIVIA.SILVA","0,0",""
"177","MsCtr_Andamento_EML","Critica_Sugestao_CEX","Processo: [AndNroProcesso] - [AndNomePessoa] - Sugestão/Crítica","Processo: [AndNroProcesso] - Data: [AndDataRealizacao] - [AndNroEmpresa] [CnxNomeEmpresa]

Cliente: [AndNomePessoa] - [AndSeqPessoa] 

Registro CRM: [AndDescResultado], [AndComplementoResultado]

Tratativa: [AndDetalheAdicional][AndDetalhe]

[AndAssinaturaAtendente]","15/03/2023 17:57:00","VANESSA.ALVES","15/03/2023 17:57:00","VANESSA.ALVES","0,0",""
"178","MsCtr_Andamento_EML","Realizada Entrega JD","Realizada entrega JD do cliente [AndNomePessoa] / processo [AndNroProcesso]","Realizada a entrega JD do cliente [AndNomePessoa].

Realizar a transferência de equipamento operations center.
Chassi: 
[sql>] 
SELECT NRO_CHASSI1
FROM IV_Q$ACOMPANH_VENDA_JDE
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

Att","16/03/2023 10:48:00","LIVIA.SILVA","10/04/2023 14:24:00","LIVIA.SILVA","0,0",""
"179","MsCtr_Andamento_EML","Registro Satisação JD","Experiencia Cliente - Registro de Satisfação","Origem: [AndAgendaAssunto]

Processo: [AndNroProcesso] - Data: [AndDataRealizacao] - [AndNroEmpresa] 

Cliente: [AndNomePessoa] - [AndSeqPessoa] 

Registro CRM: [AndDescResultado], [AndComplementoResultado]

[AndDetalheAdicional][AndDetalhe]

[AndAssinaturaAtendente]
","17/03/2023 10:05:00","LIVIA.SILVA","17/04/2023 10:07:00","VANESSA.ALVES","0,0",""
"180","MsCtr_Andamento_EML","Registro Satisfação Colorado","Experiencia Cliente - Registro de Satisfação","Origem: [AndAgendaAssunto]

Processo: [AndNroProcesso] - Data: [AndDataRealizacao] - [AndNroEmpresa] 

Cliente: [AndNomePessoa] - [AndSeqPessoa] 

Registro CRM: [AndDescResultado], [AndComplementoResultado]

[AndDetalheAdicional][AndDetalhe]

[AndAssinaturaAtendente]","17/04/2023 10:11:00","VANESSA.ALVES","17/04/2023 10:11:00","VANESSA.ALVES","0,0",""
"181","MsCtr_Andamento_EML","Analisar Garantia","Analisar Processo de Cortesia","Prezado,

Favor analisar o processo [AndNroProcesso] referente a Cortesia


Atenciosamente","07/06/2023 09:49:00","DIEGO.MARQUES","07/06/2023 09:49:00","DIEGO.MARQUES","0,0",""
"182","MsCtr_Andamento_EML","Não é insatisfação","ANALISAR DEMANDA - [AndNomePessoa]","Prezado, 

O processo número [AndNroProcesso] registrado em nosso CRM no cliente [AndNomePessoa] SEQ [AndSeqPessoa] encontra-se em sua agenda para continuidade do atendimento.

Por gentileza retorne o contato e sequencie o processo o mais breve possível, entendendo a demanda do cliente.


Atenciosamente","14/06/2023 12:02:00","LIVIA.SILVA","14/06/2023 12:02:00","LIVIA.SILVA","0,0",""
"183","MsCtr_Andamento_EML","Faturado Desconto Incondiciona","Faturado Desconto Incondicional - Cliente [AndNomePessoa] [AndNroProcesso]","Prezados, o equipamento do cliente [AndNomePessoa] já passou pela etapa de faturamento de desconto incondicional acordo com o processo [AndNroProcesso] do vendedor [AndVendedor]. A NF está anexada ao processo dentro do CRM.

Configurações AMS:
[sql>] 
SELECT CONFIGURACOES_AMS
FROM IV_Q$ACOMP_VEND_MAQUINAS
WHERE Processo = [AndNroProcesso]
ORDER BY 1 
[sql<]

","01/08/2023 10:25:00","LIVIA.SILVA","10/08/2023 13:11:00","LIVIA.SILVA","0,0",""
"184","MsCtr_Andamento_EML","Reavaliar insatisfação peças","CLIENTE INSATISFEITO PESQUISA - [AndNomePessoa]","Cliente [AndNomePessoa], sinalizou em Pesquisa de Peças insatisfação.

Número do processo: [AndNroProcesso]

Seguem informações sobre a insatisfação do cliente:
[AndDetalhe]


RESUMO DO PROCESSO:
[AndResumoProcesso]


DESCRIÇÃO DO PROCESSO:
[AndDescricaoProcesso]","12/09/2023 13:14:00","LIVIA.SILVA","12/09/2023 13:14:00","LIVIA.SILVA","0,0",""
