"SeqResMsgPapel","Resultado","AtitudeUsr","NroEmpresa","ResultadoCmpl","Grupo","Ordem","TipoDest","Papel","Canal","SeqTxtPadrao","Template","Remetente","DtaInclusao","UsuInclusao","DtaAlteracao","UsuAlteracao","PesFormulario","PesResultado","QTDEDIAS","QTDEHU","SEQCONTAENVIO","TIPOPREFENVIO","INDENVIAQLQERHORA","EMUSO","PRIORIDADE","DESCRICAOMENSAGEM","OBJETIVOMSG"
"2561","3135"," ","","Licenças/Ativações","1","1","USR","811","EML","207","","","26/11/2024 17:18:40","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2562","3005"," ","","","1","1","USR","1048","EML","207","","","27/11/2024 09:11:32","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2563","2582"," ","13","","","","USR","1255","EML","202","","","04/12/2024 09:13:53","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2564","2582"," ","14","","","","USR","1256","EML","202","","","04/12/2024 09:13:53","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2565","2582"," ","15","","","","USR","1257","EML","202","","","04/12/2024 09:13:54","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2566","2582"," ","16","","","","USR","1258","EML","202","","","04/12/2024 09:13:54","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2567","2582"," ","17","","","","USR","1259","EML","202","","","04/12/2024 09:13:55","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2568","2582"," ","18","","","","USR","1260","EML","202","","","04/12/2024 09:13:55","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2569","2595"," ","13","","","","USR","1255","EML","202","","","04/12/2024 09:20:58","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2570","2595"," ","14","","","","USR","1256","EML","202","","","04/12/2024 09:20:59","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2571","2595"," ","15","","","","USR","1257","EML","202","","","04/12/2024 09:20:59","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2572","2595"," ","16","","","","USR","1258","EML","202","","","04/12/2024 09:21:00","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2573","2595"," ","17","","","","USR","1259","EML","202","","","04/12/2024 09:21:00","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2574","2595"," ","18","","","","USR","1260","EML","202","","","04/12/2024 09:21:00","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2575","2529"," ","13","","1","1","USR","1255","EML","207","","","04/12/2024 09:23:39","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2576","2529"," ","14","","1","1","USR","1256","EML","207","","","04/12/2024 09:23:51","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2577","2529"," ","15","","1","1","USR","1257","EML","207","","","04/12/2024 09:23:52","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2578","2529"," ","16","","1","1","USR","1258","EML","207","","","04/12/2024 09:23:52","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2579","2529"," ","17","","1","1","USR","1259","EML","207","","","04/12/2024 09:23:53","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2580","2529"," ","18","","1","1","USR","1260","EML","207","","","04/12/2024 09:23:53","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2581","2853"," ","","São José Do Rio Pret","","","USR","961","EML","207","","","05/12/2024 09:14:53","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2582","2853"," ","","Catanduva","","","USR","962","EML","207","","","05/12/2024 09:14:55","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2503","2582"," ","9","","","","USR","1123","EML","202","","","08/08/2024 09:39:45","MATHEUS.AUGUSTO","04/12/2024 09:11:19","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2504","2582"," ","3","","","","USR","1124","EML","202","","","08/08/2024 09:39:48","MATHEUS.AUGUSTO","04/12/2024 09:11:19","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2505","2582"," ","11","","","","USR","1125","EML","202","","","08/08/2024 09:40:52","MATHEUS.AUGUSTO","04/12/2024 09:11:19","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2506","2582"," ","12","","","","USR","1127","EML","202","","","08/08/2024 09:40:52","MATHEUS.AUGUSTO","04/12/2024 09:11:19","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2507","2582"," ","2","","","","USR","1126","EML","202","","","08/08/2024 09:40:53","MATHEUS.AUGUSTO","04/12/2024 09:11:19","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2508","2587"," ","9","","","","USR","909","EML","206","","","08/08/2024 09:48:00","MATHEUS.AUGUSTO","08/08/2024 09:51:34","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2509","2587"," ","3","","","","USR","909","EML","206","","","08/08/2024 09:48:00","MATHEUS.AUGUSTO","08/08/2024 09:51:34","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2510","2587"," ","11","","","","USR","1125","EML","206","","","08/08/2024 09:49:07","MATHEUS.AUGUSTO","20/01/2025 11:59:43","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2511","2587"," ","12","","","","USR","1127","EML","206","","","08/08/2024 09:49:07","MATHEUS.AUGUSTO","20/01/2025 11:59:43","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2512","2587"," ","2","","","","USR","1126","EML","206","","","08/08/2024 09:49:08","MATHEUS.AUGUSTO","20/01/2025 11:59:44","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2513","1613"," ","1","","1","1","USR","606","EML","55","","","03/09/2024 10:57:41","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2514","2712"," ","","","1","1","USR","991","EML","207","","","12/09/2024 12:04:36","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2515","2718"," ","1","","1","1","USR","1107","EML","207","","","12/09/2024 14:27:32","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2516","2718"," ","2","","1","1","USR","1108","EML","207","","","12/09/2024 14:39:36","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2517","2718"," ","3","","1","1","USR","1109","EML","207","","","12/09/2024 14:39:55","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2518","2718"," ","4","","1","1","USR","1110","EML","207","","","12/09/2024 14:39:56","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2519","2718"," ","7","","1","1","USR","1111","EML","207","","","12/09/2024 14:39:56","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2520","2718"," ","10","","1","1","USR","1112","EML","207","","","12/09/2024 14:39:57","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2521","2718"," ","11","","1","1","USR","1113","EML","207","","","12/09/2024 14:39:58","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2522","2718"," ","9","","1","1","USR","1114","EML","207","","","12/09/2024 14:39:58","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2523","2595"," ","1","","1","1","USR","1121","EML","202","","","17/09/2024 10:10:57","MATHEUS.AUGUSTO","17/09/2024 10:29:58","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2524","2595"," ","7","","1","1","USR","1122","EML","202","","","17/09/2024 10:11:10","MATHEUS.AUGUSTO","17/09/2024 10:29:58","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2525","2595"," ","10","","1","1","USR","0","EML","202","","","17/09/2024 10:11:11","MATHEUS.AUGUSTO","17/09/2024 10:29:58","MATHEUS.AUGUSTO","","","0","0,00","","","","0","5","",""
"2526","2595"," ","5","","1","1","USR","0","EML","202","","","17/09/2024 10:11:12","MATHEUS.AUGUSTO","17/09/2024 10:29:58","MATHEUS.AUGUSTO","","","0","0,00","","","","0","5","",""
"2527","2595"," ","12","","1","1","USR","1127","EML","202","","","17/09/2024 10:11:13","MATHEUS.AUGUSTO","17/09/2024 10:29:58","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2528","2595"," ","4","","1","1","USR","0","EML","202","","","17/09/2024 10:11:13","MATHEUS.AUGUSTO","17/09/2024 10:29:58","MATHEUS.AUGUSTO","","","0","0,00","","","","0","5","",""
"2529","2595"," ","11","","1","1","USR","1125","EML","202","","","17/09/2024 10:11:14","MATHEUS.AUGUSTO","17/09/2024 10:29:58","MATHEUS.AUGUSTO","","","0","0,00","","","","1","5","",""
"2583","2853"," ","","Jales","","","USR","963","EML","207","","","05/12/2024 09:14:56","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2584","2853"," ","","Votuporanga","","","USR","964","EML","207","","","05/12/2024 09:14:57","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2585","2853"," ","","Tupã","","","USR","965","EML","207","","","05/12/2024 09:14:57","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2586","2853"," ","","Márilia","","","USR","966","EML","207","","","05/12/2024 09:14:57","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2587","2872"," ","","S. J. do Rio Preto","","","USR","961","EML","207","","","05/12/2024 09:41:54","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2588","2872"," ","","Catanduva","","","USR","962","EML","207","","","05/12/2024 09:41:55","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2589","2872"," ","","Jales","","","USR","963","EML","207","","","05/12/2024 09:41:55","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2590","2872"," ","","Votuporanga","","","USR","964","EML","207","","","05/12/2024 09:41:56","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2591","2872"," ","","Tupã","","","USR","965","EML","207","","","05/12/2024 09:41:56","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2592","2872"," ","","Marília","","","USR","966","EML","207","","","05/12/2024 09:41:56","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2595","3147"," ","","","1","1","USR","875","EML","207","","","15/01/2025 08:57:38","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2596","2548"," ","2","","1","1","USR","952","EML","207","","","20/01/2025 14:13:29","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2597","2548"," ","3","","1","1","USR","953","EML","207","","","20/01/2025 14:13:55","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2598","2548"," ","9","","1","1","USR","957","EML","207","","","20/01/2025 14:14:15","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2599","2548"," ","14","","1","1","USR","962","EML","207","","","20/01/2025 14:15:38","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2600","2548"," ","11","","1","1","USR","959","EML","207","","","20/01/2025 14:15:39","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2601","2548"," ","4","","1","1","USR","954","EML","207","","","20/01/2025 14:15:40","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2602","2548"," ","12","","1","1","USR","960","EML","207","","","20/01/2025 14:15:40","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2603","2548"," ","5","","1","1","USR","955","EML","207","","","20/01/2025 14:15:40","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2604","2548"," ","15","","1","1","USR","963","EML","207","","","20/01/2025 14:15:41","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2605","2548"," ","10","","1","1","USR","958","EML","207","","","20/01/2025 14:15:41","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2606","2548"," ","18","","1","1","USR","966","EML","207","","","20/01/2025 14:15:41","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2607","2548"," ","7","","1","1","USR","956","EML","207","","","20/01/2025 14:15:42","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2608","2548"," ","1","","1","1","USR","951","EML","207","","","20/01/2025 14:15:43","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2609","2548"," ","13","","1","1","USR","961","EML","207","","","20/01/2025 14:16:15","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2610","2548"," ","17","","1","1","USR","965","EML","207","","","20/01/2025 14:16:15","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2611","2548"," ","16","","1","1","USR","964","EML","207","","","20/01/2025 14:16:16","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2612","2550"," ","2","","1","1","USR","952","EML","207","","","20/01/2025 14:21:38","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2613","2550"," ","3","","1","1","USR","953","EML","207","","","20/01/2025 14:21:48","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2614","2550"," ","9","","1","1","USR","957","EML","207","","","20/01/2025 14:21:51","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2615","2550"," ","14","","1","1","USR","962","EML","207","","","20/01/2025 14:21:51","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2616","2550"," ","11","","1","1","USR","959","EML","207","","","20/01/2025 14:21:52","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2617","2550"," ","4","","1","1","USR","954","EML","207","","","20/01/2025 14:21:52","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2618","2550"," ","12","","1","1","USR","960","EML","207","","","20/01/2025 14:21:52","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2619","2550"," ","5","","1","1","USR","955","EML","207","","","20/01/2025 14:21:52","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2620","2550"," ","15","","1","1","USR","963","EML","207","","","20/01/2025 14:21:53","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2621","2550"," ","10","","1","1","USR","958","EML","207","","","20/01/2025 14:21:53","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2622","2550"," ","18","","1","1","USR","966","EML","207","","","20/01/2025 14:21:53","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2623","2550"," ","7","","1","1","USR","956","EML","207","","","20/01/2025 14:21:53","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2624","2550"," ","1","","1","1","USR","951","EML","207","","","20/01/2025 14:21:53","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2625","2550"," ","13","","1","1","USR","961","EML","207","","","20/01/2025 14:21:54","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2626","2550"," ","17","","1","1","USR","965","EML","207","","","20/01/2025 14:21:54","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2627","2550"," ","16","","1","1","USR","964","EML","207","","","20/01/2025 14:22:29","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2628","3258"," ","","AMS","1","1","USR","811","EML","211","","","21/01/2025 15:46:00","NETO.PRADO","22/08/2025 10:12:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","5","Envio EML para LAYNE.SOUZA",""
"2629","3258"," ","","Peças","1","1","USR","354","EML","211","","","21/01/2025 15:46:39","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2631","3259"," ","","","1","1","USR","811","EML","212","","","21/01/2025 15:51:00","NETO.PRADO","22/08/2025 09:59:51","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","5","Ams",""
"2632","3259"," ","","Peças","1","1","USR","354","EML","212","","","21/01/2025 15:51:38","NETO.PRADO","","","","","0","0,00","","","","1","5","",""
"2634","2519"," ","13","","1","1","USR","961","EML","207","","","22/01/2025 07:41:44","NETO.PRADO","22/01/2025 07:43:09","NETO.PRADO","","","0","0,00","","","","1","5","",""
"2635","2515"," ","2","","1","1","USR","952","EML","207","","","22/01/2025 07:41:10","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2636","2515"," ","3","","1","1","USR","953","EML","207","","","22/01/2025 07:41:12","MATHEUS.AUGUSTO","","","","","0","0,00","","","","1","5","",""
"2866","2578","","7","","1","1","USR","956","EML","207","","","05/08/2025 14:27:11","MATHEUS.AUGUSTO","05/08/2025 14:27:11","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2867","2578","","1","","1","1","USR","951","EML","207","","","05/08/2025 14:27:33","MATHEUS.AUGUSTO","05/08/2025 14:27:33","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2868","2578","","13","","1","1","USR","961","EML","207","","","05/08/2025 14:27:49","MATHEUS.AUGUSTO","05/08/2025 14:27:49","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2869","2578","","17","","1","1","USR","965","EML","207","","","05/08/2025 14:28:07","MATHEUS.AUGUSTO","05/08/2025 14:28:07","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2870","2578","","16","","1","1","USR","964","EML","207","","","05/08/2025 14:31:03","MATHEUS.AUGUSTO","05/08/2025 14:31:03","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2871","2582","","16","","1","1","USR","964","EML","207","","","05/08/2025 14:33:56","MATHEUS.AUGUSTO","05/08/2025 14:33:56","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2872","2582","","17","","1","1","USR","965","EML","207","","","05/08/2025 14:35:32","MATHEUS.AUGUSTO","05/08/2025 14:35:32","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2873","2582","","18","","1","1","USR","966","EML","207","","","05/08/2025 14:35:58","MATHEUS.AUGUSTO","05/08/2025 14:35:58","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2874","3447","","2","","1","1","USR","952","EML","207","","","05/08/2025 14:36:31","MATHEUS.AUGUSTO","05/08/2025 14:36:31","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2875","3447","","3","","1","1","USR","953","EML","207","","","05/08/2025 14:45:03","MATHEUS.AUGUSTO","05/08/2025 14:45:03","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2876","3447","","9","","1","1","USR","957","EML","207","","","05/08/2025 14:45:35","MATHEUS.AUGUSTO","05/08/2025 14:45:35","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2877","3447","","14","","1","1","USR","962","EML","207","","","05/08/2025 14:45:57","MATHEUS.AUGUSTO","05/08/2025 14:45:57","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2878","3447","","11","","1","1","USR","959","EML","207","","","05/08/2025 14:46:13","MATHEUS.AUGUSTO","05/08/2025 14:46:13","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2879","3447","","12","","1","1","USR","960","EML","207","","","05/08/2025 14:46:37","MATHEUS.AUGUSTO","05/08/2025 14:46:37","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2880","3447","","15","","1","1","USR","963","EML","207","","","05/08/2025 14:47:04","MATHEUS.AUGUSTO","05/08/2025 14:47:04","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2881","3447","","18","","1","1","USR","966","EML","207","","","05/08/2025 14:47:22","MATHEUS.AUGUSTO","05/08/2025 14:47:22","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2882","3447","","7","","1","1","USR","956","EML","207","","","05/08/2025 14:47:43","MATHEUS.AUGUSTO","05/08/2025 14:47:43","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2883","3447","","1","","1","1","USR","951","EML","207","","","05/08/2025 14:48:00","MATHEUS.AUGUSTO","05/08/2025 14:48:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2884","3447","","13","","1","1","USR","961","EML","207","","","05/08/2025 14:48:17","MATHEUS.AUGUSTO","05/08/2025 14:48:17","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2885","3447","","17","","1","1","USR","965","EML","207","","","05/08/2025 14:48:32","MATHEUS.AUGUSTO","05/08/2025 14:48:32","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2886","3447","","16","","1","1","USR","964","EML","207","","","05/08/2025 14:48:49","MATHEUS.AUGUSTO","05/08/2025 14:48:49","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2887","3447","","2","","1","1","USR","1126","EML","207","","","05/08/2025 14:49:10","MATHEUS.AUGUSTO","05/08/2025 14:49:10","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist","MsCtr_Andamento_EML"
"2888","3447","","3","","1","1","USR","1124","EML","207","","","05/08/2025 15:44:47","MATHEUS.AUGUSTO","05/08/2025 15:44:47","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2889","3447","","9","","1","1","USR","1123","EML","207","","","05/08/2025 15:46:34","MATHEUS.AUGUSTO","05/08/2025 15:46:34","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2890","3447","","9","","1","1","USR","1123","EML","207","","","05/08/2025 15:46:54","MATHEUS.AUGUSTO","05/08/2025 15:46:54","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2891","3447","","14","","1","1","USR","1256","EML","207","","","05/08/2025 15:47:10","MATHEUS.AUGUSTO","05/08/2025 15:47:10","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2892","3447","","11","","1","1","USR","1125","EML","207","","","05/08/2025 15:47:25","MATHEUS.AUGUSTO","05/08/2025 15:47:25","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2893","3447","","4","","1","1","USR","1158","EML","207","","","05/08/2025 15:47:40","MATHEUS.AUGUSTO","05/08/2025 15:47:40","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2894","3447","","12","","1","1","USR","1127","EML","207","","","05/08/2025 15:47:56","MATHEUS.AUGUSTO","05/08/2025 15:47:56","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2895","3447","","5","","1","1","USR","1159","EML","207","","","05/08/2025 15:48:12","MATHEUS.AUGUSTO","05/08/2025 15:48:12","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2896","3447","","15","","1","1","USR","1257","EML","207","","","05/08/2025 15:48:27","MATHEUS.AUGUSTO","05/08/2025 15:48:27","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2897","3447","","10","","1","1","USR","1160","EML","207","","","05/08/2025 15:48:42","MATHEUS.AUGUSTO","05/08/2025 15:48:42","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2898","3447","","18","","1","1","USR","1260","EML","207","","","05/08/2025 15:49:04","MATHEUS.AUGUSTO","05/08/2025 15:49:04","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2899","3447","","7","","1","1","USR","1122","EML","207","","","05/08/2025 15:49:22","MATHEUS.AUGUSTO","05/08/2025 15:49:22","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2900","3447","","1","","1","1","USR","1121","EML","207","","","05/08/2025 15:49:36","MATHEUS.AUGUSTO","05/08/2025 15:49:36","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2901","3447","","13","","1","1","USR","1255","EML","207","","","05/08/2025 15:49:49","MATHEUS.AUGUSTO","05/08/2025 15:49:49","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2902","3447","","17","","1","1","USR","1259","EML","207","","","05/08/2025 15:50:06","MATHEUS.AUGUSTO","05/08/2025 15:50:06","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2903","3447","","16","","1","1","USR","1258","EML","207","","","05/08/2025 15:50:22","MATHEUS.AUGUSTO","05/08/2025 15:50:22","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","assist ven","MsCtr_Andamento_EML"
"2904","3417","","2","","1","1","USR","952","EML","207","","","06/08/2025 09:10:00","MATHEUS.AUGUSTO","06/08/2025 09:10:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","GER","MsCtr_Andamento_EML"
"2905","3417","","3","","1","1","USR","953","EML","207","","","06/08/2025 09:19:00","MATHEUS.AUGUSTO","06/08/2025 09:19:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2906","3417","","9","","1","1","USR","957","EML","207","","","06/08/2025 09:19:00","MATHEUS.AUGUSTO","06/08/2025 09:19:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2907","3417","","14","","1","1","USR","962","EML","207","","","06/08/2025 09:20:00","MATHEUS.AUGUSTO","06/08/2025 09:20:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2908","3417","","11","","1","1","USR","959","EML","207","","","06/08/2025 09:21:00","MATHEUS.AUGUSTO","06/08/2025 09:21:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2909","3417","","4","","1","1","USR","954","EML","207","","","06/08/2025 09:21:00","MATHEUS.AUGUSTO","06/08/2025 09:21:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2910","3417","","12","","1","1","USR","960","EML","207","","","06/08/2025 09:21:00","MATHEUS.AUGUSTO","06/08/2025 09:21:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2911","3417","","5","","1","1","USR","955","EML","207","","","06/08/2025 09:21:00","MATHEUS.AUGUSTO","06/08/2025 09:21:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2912","3417","","15","","1","1","USR","963","EML","207","","","06/08/2025 09:22:00","MATHEUS.AUGUSTO","06/08/2025 09:22:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2913","3417","","10","","1","1","USR","958","EML","207","","","06/08/2025 09:22:00","MATHEUS.AUGUSTO","06/08/2025 09:22:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
"2914","3417","","18","","1","1","USR","966","EML","207","","","06/08/2025 09:22:00","MATHEUS.AUGUSTO","06/08/2025 09:22:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","0","ger","MsCtr_Andamento_EML"
